"","t","onset","imported","domestic","total","imported_delay","domestic_delay","Rt","lower","upper"
"44",43,2020-02-15,0.353350898480477,18.7734080445868,19.1274913075864,0.353364428303363,18.7741268792831,1.86952780010744,1.15,2.84
"45",44,2020-02-16,0.48985711181071,20.5646457023861,21.0554223778843,0.489878506512643,20.5655438713717,1.74731449504546,1.1,2.61
"46",45,2020-02-17,0.884696971389298,22.6699213711981,23.5557937061416,0.884741117321174,22.6710525888205,1.67989108542442,1.08,2.46
"47",46,2020-02-18,1.53417193457204,25.6966055811113,27.232332567346,1.53425954560762,25.6980730217384,1.68689648172769,1.12,2.42
"48",47,2020-02-19,2.09757783792106,30.0431486082441,32.1428306154778,2.09771516085695,30.0451154546208,1.76150848923307,1.21,2.46
"49",48,2020-02-20,2.33291774047341,34.4914103977873,36.8270968366311,2.33309314477467,34.4940036918565,1.8060887906844,1.27,2.47
"50",49,2020-02-21,2.41218379618888,36.3459703575768,38.7615070618276,2.41239247048397,36.3491145913436,1.68950639000285,1.2,2.29
"51",50,2020-02-22,2.38467245556553,34.3055024249802,36.6938338388987,2.3849102690191,34.3089235698796,1.40912516011788,0.99,1.93
"52",51,2020-02-23,2.09332140798051,30.3900837224702,32.48714695625,2.0935625416923,30.3935844145577,1.10967347239552,0.77,1.55
"53",52,2020-02-24,1.82728721104388,27.6963558262126,29.5275795489237,1.82753085094349,27.7000486979802,0.917820086201127,0.62,1.3
"54",53,2020-02-25,2.29510528430479,27.206278565171,29.5059469258711,2.29546027581301,27.2104866500581,0.844608865430471,0.57,1.2
"55",54,2020-02-26,3.98669920128606,28.0025665856097,31.99501898261,3.98741619994779,28.0076027826622,0.842657702098039,0.57,1.19
"56",55,2020-02-27,6.22873949168297,29.3807145959208,35.6169195206368,6.2300453313468,29.38687418929,0.880660073938564,0.6,1.23
"57",56,2020-02-28,7.17299651323885,30.9277105476523,38.1100440600302,7.17475433526985,30.9352897247604,0.935691343208381,0.65,1.3
"58",57,2020-02-29,6.16701541538698,32.0849673913396,38.2629741616151,6.16878745045705,32.0941867111581,0.977037996800059,0.68,1.35
"59",58,2020-03-01,4.6668424534828,33.0767115254384,37.756315002805,4.66842030404886,33.0878946987562,1.00051152499632,0.7,1.38
"60",59,2020-03-02,3.97835619775096,34.4205543259095,38.4142486456455,3.97994531868769,34.4343033269578,1.02009177391084,0.72,1.39
"61",60,2020-03-03,4.09385532337658,35.7682736647829,39.8810308502924,4.09579655157685,35.7852342987156,1.03038179235525,0.73,1.4
"62",61,2020-03-04,4.49642210618384,36.2433485177591,40.7628345864649,4.49896766079428,36.2638669256706,1.01292210868926,0.72,1.37
"63",62,2020-03-05,4.70864590145118,35.4837790519884,40.2197778798081,4.71185036708834,35.5079275127198,0.963686218992242,0.69,1.31
"64",63,2020-03-06,4.45148145896412,34.2000729360375,38.6834349442241,4.45515312692125,34.2282818173029,0.905856209073772,0.64,1.24
"65",64,2020-03-07,4.11801694031619,33.0726095976977,37.2281668877032,4.12217368115001,33.1059932065532,0.859102721904659,0.6,1.18
"66",65,2020-03-08,4.74023890002576,31.8900373373564,36.6760374069174,4.74616074660251,31.9298766603149,0.818673096921604,0.57,1.13
"67",66,2020-03-09,6.99802650895548,30.4418036397623,37.4984587229703,7.00898500730261,30.4894737156677,0.77917730503557,0.54,1.08
"68",67,2020-03-10,10.875048595033,29.4437770249905,40.3990753205818,10.896694051712,29.5023812688698,0.757146895635604,0.52,1.06
"69",68,2020-03-11,16.1430660411313,30.5563505569611,46.8192967299971,16.1845062351922,30.6347904948049,0.791765792020619,0.55,1.1
"70",69,2020-03-12,21.428701860089,36.2725716107297,57.895124873418,21.5006930599636,36.3944318134544,0.941285719087806,0.67,1.28
"71",70,2020-03-13,23.7547393163081,49.1288723376364,73.2085413093073,23.8606426748838,49.3478986344235,1.25171404795766,0.94,1.63
"72",71,2020-03-14,21.6677102297079,68.8699579196491,91.0799965934367,21.7975016835397,69.282494909897,1.66330278472798,1.31,2.08
"73",72,2020-03-15,17.3333913174674,90.9725648421721,109.186762478481,17.4743564235496,91.7124060549314,1.99197035312196,1.62,2.42
"74",73,2020-03-16,13.837943593788,110.066630574467,125.283710010054,13.9919686095318,111.291741400522,2.09655672304036,1.74,2.51
"75",74,2020-03-17,12.2147403278288,125.691005078791,140.018377862737,12.4018627481712,127.616515114566,2.02903913079019,1.7,2.4
"76",75,2020-03-18,11.7861461675806,143.735237245304,158.811205293228,12.035464432993,146.775740860235,1.95301063558974,1.66,2.28
"77",76,2020-03-19,11.5013155821743,169.395778797861,186.187535136052,11.8376782468831,174.349856889169,1.95169128812554,1.68,2.25
"78",77,2020-03-20,10.6051081819359,200.025168810902,219.143543894253,11.03374606705,208.109797827203,1.97866095212905,1.73,2.25
"79",78,2020-03-21,9.09049181248201,232.082545433156,254.624509339743,9.59751572499652,245.026993614746,1.99220478230805,1.76,2.25
