"","t","onset","imported","domestic","total","imported_delay","domestic_delay","Rt","lower","upper"
"63",62,2020-03-05,4.70776867737657,35.5975915312312,40.3126090347346,4.70861535872145,35.6039936760131,0.963979577529947,0.69,1.31
"64",63,2020-03-06,4.45057536446627,34.3064125286504,38.7651131987437,4.45150841646588,34.3136047822779,0.905987716625649,0.64,1.24
"65",64,2020-03-07,4.11762133533492,33.1718496590617,37.2986091911763,4.11863040392783,33.1799787872485,0.859075737681705,0.6,1.18
"66",65,2020-03-08,4.74135421067563,31.9872899446259,36.7391977928613,4.74271659513149,31.9964811977298,0.818624289551036,0.57,1.13
"67",66,2020-03-09,7.00223491196915,30.5501596003919,37.5650909055924,7.00460235428795,30.5604885513045,0.779449664082309,0.54,1.08
"68",67,2020-03-10,10.8840420734545,29.5867834389891,40.4869912434521,10.8883896125575,29.5986016308946,0.758276918682652,0.52,1.06
"69",68,2020-03-11,16.1568888400171,30.7649116689416,46.9440499328295,16.1645501288921,30.7794998039374,0.794297726956118,0.55,1.1
"70",69,2020-03-12,21.4448855334762,36.5732640672152,58.0509953533181,21.4570261034563,36.5939692498619,0.945248253312415,0.68,1.28
"71",70,2020-03-13,23.7670541337168,49.5085252191466,73.3254469965542,23.7832287855938,49.5422182109603,1.25537040633599,0.94,1.63
"72",71,2020-03-14,21.6598545789651,69.2037187339707,90.938519344651,21.6777200457196,69.2607992989314,1.66165628109957,1.31,2.08
"73",72,2020-03-15,17.2746421176686,90.9969151865198,108.380846996268,17.2920792023918,91.0887677938766,1.97844561467951,1.6,2.41
"74",73,2020-03-16,13.7225072319944,109.62723256161,123.503837139698,13.7396503727074,109.76418676699,2.07093511898889,1.71,2.48
"75",74,2020-03-17,12.0866104352286,124.923875659401,137.225036465864,12.1055373570268,125.119499108837,1.99797580464403,1.67,2.36
"76",75,2020-03-18,11.6766752539346,142.83073109419,154.814934479285,11.6999162506213,143.115018228663,1.92075713636907,1.63,2.25
"77",76,2020-03-19,11.4158560545073,168.559734501746,180.437598416463,11.4451612242356,168.992437192227,1.91892811816207,1.65,2.22
"78",77,2020-03-20,10.5555761620085,199.732684340091,210.994738397585,10.5910383471764,200.403700050409,1.94657803273963,1.69,2.22
"79",78,2020-03-21,9.09301187370582,233.169055961958,243.342120380028,9.13355033149195,234.208570048536,1.96252653154838,1.73,2.22
"80",79,2020-03-22,7.41753712615783,276.159860594318,285.276050800741,7.46196881355116,277.81408198719,2.01665821705166,1.79,2.26
"81",80,2020-03-23,5.73918343450406,336.485896605041,345.008251193314,5.78585777461746,339.222393418697,2.13418363121832,1.92,2.36
"82",81,2020-03-24,4.19614079443587,404.843865234785,413.59287856707,4.24284648069231,409.350032086378,2.22392678872719,2.02,2.44
"83",82,2020-03-25,2.95067815816514,464.745433906022,474.86093310216,2.99588075959494,471.865052342565,2.19763044429272,2.01,2.4
"84",83,2020-03-26,2.07746555771596,511.865523872429,524.814683436287,2.12141122934936,522.693272206937,2.07267739126112,1.91,2.25
"85",84,2020-03-27,1.51986869614688,544.427827372929,561.914254027544,1.5643181402988,560.349935887245,1.88952475432942,1.74,2.05
"86",85,2020-03-28,1.13558791073252,551.99516270007,575.487221762811,1.18148616957788,574.305735593234,1.65783263541335,1.53,1.79
"87",86,2020-03-29,0.800915055089507,531.595319867964,562.090736343541,0.845586244855684,561.245150098686,1.40709299843909,1.3,1.52
